55.660472	37.76329872
55.6076454	42.201528
55.6044873	37.2508568
55.6065427	37.7245199
55.6094282	37.6135087
55.6088458	38.0746522
55.6052085	31.1691034
55.6021175	31.1964405
55.6040721	31.1928248
55.6025599	31.16081
55.6030362	37.7304201
55.6031022	37.7303688
55.6086781	31.1981946
55.6087902	31.1978781
55.600287	31.1867845
55.6042319	38.0806732
55.6006325	37.5403047
55.6057963	37.5234436
55.601275	37.529093
55.6078755	37.6213057
55.6046661	37.6316446
55.6083591	37.6196367
55.6047758	37.6317798
55.604398	42.181175
55.605174	42.195266
55.6086084	37.3565111
55.608129	37.3517121
55.6052555	38.8480747
55.6028503	38.8457036
55.605544	38.8482356
55.6049183	38.846519
55.6046572	38.8462722
55.6038373	38.8467604
55.603463	38.8466585
55.6064661	37.3541111
55.6019569	37.3563292
55.6020963	37.356348
55.601493	38.454247
55.6020062	37.6371378
55.6094295	37.6034385
55.6033492	42.1730531
55.6053979	37.3550713
55.6049843	37.3552966
55.6021018	37.5027502
55.6003112	37.3218548
55.6085236	37.3519921
55.602766	38.1091905
55.6006082	39.5054626
55.609868	36.6929412
55.6066338	42.1994627
55.6042373	36.6229758
55.6022669	36.4462477
55.6066401	36.4928323
55.6074844	36.4221078
55.6073387	42.0259291
55.6073569	42.0259291
55.6097049	36.3902271
55.6000809	37.0067757
55.606059	37.003202
55.601178	36.4584088
55.6073418	36.9888346
55.6023511	36.9972435
55.6063631	38.0749816
55.6067903	38.0706418
55.6067237	38.0708402
55.6037043	37.5424207
55.604657	37.5457495
55.6068934	37.5476432
55.601037	37.55441
55.6010979	42.0305264
55.60049	38.0869496
55.6067388	38.1053817
55.6022175	38.1088257
55.6022228	36.4469753
55.6045025	38.5289562
55.6020054	38.0845302
55.60681	65.01353
55.60406	65.01792
55.6068024	38.0400324
55.602966	38.8733304
55.6021457	37.6050961
55.6049548	37.2919214
55.605008	27.124983
55.604508	37.013866
55.603846	28.078066
55.607322	48.733912
55.6067358	28.6541247
55.6025091	28.6455004
55.60375	38.8707073
55.6026577	38.8684667
55.6022945	44.5532405
55.604141	44.5444965
55.6043055	38.1291139
55.6077199	39.1996688
55.6010537	38.0899644
55.6093447	38.1167919
55.6048025	39.18015
55.6045756	39.1974569
55.603114	37.6058847
55.6065146	37.9679453
55.6038055	37.9702145
55.601833	94.168435
55.6086902	38.1078386
55.6070509	38.1223655
55.6031449	38.4399176
55.60816	38.4488922
55.60082	84.014518
55.609575	37.5372577
55.602283	37.814956
55.605521	38.421324
55.6090811	37.5911379
55.605445	37.164142
55.6085482	37.2856439
55.6098079	37.7228864
55.60686	37.2885172
